COD_RH; COD_IDIOMA; NOMBRE_IDIOMA; HABLA; ESCRIBE; LEEENTIENDE
0000228958;1;150;Deficiente;Deficiente;Deficiente;Aceptable;
0000228958;2;49;Deficiente;Aceptable;Deficiente;Aceptable;
0000228958;3;72;Bueno;Bueno;Bueno;Bueno;
0000228958;4;3;Bueno;Bueno;Aceptable;Bueno;
0000228958;5;76;Deficiente;Aceptable;Deficiente;Aceptable;
