COD_RH;     COD_PRODUCTO;     COD_TIPO_PRODUCTO;     NOMPRE_PRODUCTO;     COD_TIPO_EVENTO;     EVENTO_ASOCIADO;     DATOS_COMPLEMENTARIOS;     LUGAR;     AÑO;     AMBITO;     PALABRAS_CLAVE;     ÁREAS;     SECTORES;     COAUTORES;     VINCULA_COAUTORES;     EDITORIAL;     VOLUMEN;     PAGINAS;     DOI;     FINALIDAD;     INSTITUCIONES_ASOCIADAS;     TIPO_VINCULACION_INSTITUCION
0000439185;26;8;Applying fuzzy extended analytical hierarchy (FEAHP) for selecting logistics software;;;;Colombia;2012;;;;;JULIAN ANDRES ZAPATA CORTES, MARTIN DARIO ARANGO SERNA, WILSON ADARME JAIMES,;;Universidad Nacional de Colombia;32;;;;;
0000439185;27;8;Supply risk analysis: applying system dynamics to the Colombian healthcare sector;;;;Colombia;2013;;;;;WILSON ADARME JAIMES, JUAN PABLO ZAMORA AGUAS,;;Universidad Nacional de Colombia;33;;;;;
0000439185;28;8;Inventarios colaborativos en la optimazación de la cadena de suministro;;;;Colombia;2013;;;;;WILSON ADARME JAIMES, MARTIN DARIO ARANGO SERNA, JULIAN ANDRES ZAPATA CORTES,;;Universidad Nacional de Colombia;80;;;;;
0000439185;29;8;EFECTO LÁTIGO EN LA PLANEACIÓN DE LA CADENA DE ABASTECIMIENTO,MEDICIÓN Y CONTROL;;;;Colombia;2013;;;;;OSCAR PALACIO LEON, WILSON ADARME JAIMES,;;Prueba;23;;http://dx.doi.org/10.18359/rcin.222;;;
0000439185;30;8;Optimization of warehouse layout used for storage of materials used in ship construction and repair;;;;Colombia;2012;;;;;MARIA ALEJANDRA OTERO PINEDA, WILSON ADARME JAIMES,;;Cotecmar;5;;;;;
0000439185;31;8;Herramientas tecnológicas al servicio de la gestión empresarial;;;;Colombia;2010;;;;;JULIAN ANDRES ZAPATA CORTES, MARTIN DARIO ARANGO SERNA, WILSON ADARME JAIMES,;;Universidad Nacional De Colombia Sede Medellin;7;;;;;
0000439185;32;8;Strategic guidelines for supply chain coordination in healthcare and a mathematical model as a proposed mechanism for the measurement of coordination effects;;;;Colombia;2016;;;;;WILSON ADARME JAIMES, DELIO ALEXANDER BALCAZAR CAMACHO, CESAR AMILCAR LOPEZ BELLO,;;Universidad Nacional de Colombia;83;;http://dx.doi.org/10.15446/dyna.v83n197.55596;;;
0000439185;33;8;Gestión de Inventarios para distribuidores de productos perecederos;;;;Colombia;2016;;;;;WILSON ADARME JAIMES, JOHN WILLMER ESCOBAR VELASQUEZ, RODRIGO LINFATI,;;Ediciones Uninorte;35;;http://dx.doi.org/10.14482/inde.35.1.8950;;;
0000439185;34;8;Agent-based model for material convergence in humanitarian logistics;;;;Colombia;2016;;;;;WILSON ADARME JAIMES, CARLOS OSORIO RAMIREZ, JUAN DAVID SUAREZ MORENO,;;;81;;10.17533/udea.redin.n81a03;;;
0000439185;35;8;Impact of human resources on wine supply chain flexibility, quality, and economic performance;;;;Colombia;2016;;;;;WILSON ADARME JAIMES,;;Universidad Nacional de Colombia;36;;http://dx.doi.org/10.15446/ing.investig.v36n3.56091;;;
0000439185;36;8;DRUG SUPPLY NETWORK COORDINATION: A CASE APPLIED TO THE COLOMBIAN HEALTH SECTOR;;;;Colombia;2016;;;;;WILSON ADARME JAIMES, JUAN PABLO ZAMORA AGUAS, EGDDA PATRICIA VANEGAS ESCAMILLA,;;ESCUELA DE INGENIERÍA DE ANTIOQUIA;13;;http:/dx.doi.org/10.14508/reia.2016.13.25.171-183;;;
0000439185;37;8;Warehousing and transportation logistics of mango in Colombia: A system dynamics model;;;;Colombia;2017;;;;;JAVIER ARTURO ORJUELA CASTRO, WILSON ADARME JAIMES,;;Universidad Pedagogica De Tunja Red Nacional De Semilleros De Investigacionv.26                    fasc.N/A                    p.73                    - 86                    ,2017,                     DOI: https://doi.org/10.19053/01211129.v26.n44.2017.5773;26;;https://doi.org/10.19053/01211129.v26.n44.2017.5773;;;
0000439185;38;8;Efecto de los mecanismos de integración externa en el desempeño logístico de cadenas Frutícolas. Un enfoque bajo dinámica de sistemas;;;;Colombia;2016;;;;;WILSON ADARME JAIMES, JAVIER ARTURO ORJUELA CASTRO,;;Produmedios;10;;https://doi.org/10.17584/rcch.2016v10i2.5073;;;
0000439185;39;8;Problema de Localización y Ruteo con Restricciones de Capacidad: Revisión de la Literatura;;;;Colombia;2015;;;;;WILSON ADARME JAIMES, RODRIGO LINFATI, JOHN WILLMER ESCOBAR VELASQUEZ,;;Universidad Pedagogica De Tunja Red Nacional De Semilleros De Investigacionv.24                    fasc.N/A                    p.85                    - 98                    ,2015,                     DOI:;24;;;;;
0000439185;40;8;MODELOS LOGISTICOS PARA LA OPTIMIZACION DEL TRANSPORTE DE RACIMOS DE FRUTO FRESCO DE PALMA DE ACEITE EN COLOMBIA;;;;Colombia;2011;;;;;CARLOS ANDRES FONTANILLA DIAZ, WILSON ADARME JAIMES, MARTIN DARIO ARANGO SERNA,;;Prueba;21;;;;;
0000439185;41;8;Gestión cadena de abastecimiento - logística con indicadores bajo incertidumbre, caso aplicado sector panificador Palmira.;;;;Colombia;2010;;;;;MARTIN DARIO ARANGO SERNA, WILSON ADARME JAIMES, JULIAN ANDRES ZAPATA CORTES,;;Prueba;20;;;;;
0000439185;42;8;Commodities distribution using alternative types of transport. a study in the colombian bread;;;;Colombia;2010;;;;;MARTIN DARIO ARANGO SERNA, WILSON ADARME JAIMES, JULIAN ANDRES ZAPATA CORTES,;;;77;;;;;
0000439185;43;8;Consumo de insumos agroindustriales por el subsector panificador de Palmira, Valle del cauca. Indicadores de subsistemas administrativo, talento humano y operativo;;;;Colombia;2007;;;;;WILSON ADARME JAIMES, CAMILO ALVAREZ PAYAN,;;Editorial Feriva;56;;;;;
0000439185;44;8;Coordinación de abastecimiento con información compartida, inventario gestionado por el vendedor, pymes agroalimentarias;;;;Colombia;2011;;;;;MARTIN DARIO ARANGO SERNA, WILSON ADARME JAIMES, MARIA ALEJANDRA OTERO PINEDA,;;Universidad Nacional de Colombia;78;;;;;
0000439185;45;8;Vendor Managed Inventory (VMI) en mipymes agrocadena del plátano;;;;Colombia;2011;;;;;MARTIN DARIO ARANGO SERNA, WILSON ADARME JAIMES, PATRICIA CONTRERAS,;;Editorial Universidad de Antioquia;1;;;;;
0000439185;46;8;Aplicación del modelo de inventario manejado por el vendedor en una empresa del sector alimenticio;;;;Colombia;2011;;;;;MARTIN DARIO ARANGO SERNA, JULIAN ANDRES ZAPATA CORTES, WILSON ADARME JAIMES,;;ESCUELA DE INGENIERÍA DE ANTIOQUIA;1;;;;;
0001545295;1;0;;E1;Evento test 2;;BELLO;2018;Nacional;;;;MANUEL FERNANDO NEIRA EMBUS;Ponente magistral;;;;;;UNIVERSIDAD NACIONAL DE COLOMBIA;Patrocinador
0001545295;2;4;Test;E3;Autoevaluación;;PALMIRA   - Universidad de prueba;2018;Nacional;;;;MANUEL FERNANDO NEIRA EMBUS;Asistente , Ponente;;;;;;UNIVERSIDAD NACIONAL DE COLOMBIA;Patrocinador
0001545295;3;2;Test 2;E3;Autoevaluación;;PALMIRA   - Universidad de prueba;2018;Nacional;;;;MANUEL FERNANDO NEIRA EMBUS;Asistente , Ponente;;;;;;UNIVERSIDAD NACIONAL DE COLOMBIA;Patrocinador
0001545295;4;3;Test;E3;Autoevaluación;;PALMIRA   - Universidad de prueba;2018;Nacional;;;;MANUEL FERNANDO NEIRA EMBUS;Asistente , Ponente;;;;;;UNIVERSIDAD NACIONAL DE COLOMBIA;Patrocinador
0001545295;5;1;Red de prueba;;;;BOGOTÁ, D.C.;;;;;;;;;;;;;;;
0001545295;6;1;red corta de prueba;;;;BOGOTÁ, D.C.;;;;;;;;;;;;;;;
0001545295;7;7;Estrategia de prueba;;;;;2018;;;;;;;;;;;;;;
0001545295;8;7;Estrategia de prueba corta;;;;;2016;;;;;;;;;;;;;;
0001545295;9;11;Artículo de prueba;;;;Colombia;2017;;;;;MARYORY AIXA ROJAS CAMARGO, MANUEL FERNANDO NEIRA EMBUS,;;Fondo Editorial Universidad Antonio Narino;4;;168.176.26.78:8080/share;;;
0001545295;10;8;Articulo Corto de prueba;;;;Colombia;2018;;;;;MARYORY AIXA ROJAS CAMARGO, MANUEL FERNANDO NEIRA EMBUS,;;;12;;;;;
